Bill_ID,item_ID,QUANTITY,PRICE,Total,ItemType,ParentID,item_notes,Item,Category,day,Date,Hour,period,date_only
145147,113745,1.0,70.0,70.0,1.0,0.0,(),FRISKES,side,Thursday,2025-05-01 19:01:10.173,19.0,evening,2025-05-01
145148,113715,1.0,220.0,220.0,1.0,0.0,(),4PcVolt,drink,Thursday,2025-05-01 19:39:35.310,19.0,evening,2025-05-01
145149,113761,1.0,30.0,30.0,1.0,0.0,(),Double dare,drink,Thursday,2025-05-01 19:58:37.910,19.0,evening,2025-05-01
145151,113761,1.0,30.0,30.0,1.0,0.0,(),Double dare,drink,Thursday,2025-05-01 20:21:25.010,20.0,evening,2025-05-01
145152,113715,1.0,220.0,220.0,1.0,0.0,(),4PcVolt,drink,Thursday,2025-05-02 03:23:18.903,3.0,late_night,2025-05-02
145152,113712,1.0,210.0,210.0,1.0,0.0,(),WildBlaze,main,Thursday,2025-05-02 03:23:18.903,3.0,late_night,2025-05-02
145153,113712,1.0,210.0,250.0,1.0,0.0,combo,WildBlaze,main,Thursday,2025-05-01 20:49:28.500,20.0,evening,2025-05-01
145153,113715,2.0,220.0,440.0,1.0,0.0,(),4PcVolt,drink,Thursday,2025-05-01 20:49:28.500,20.0,evening,2025-05-01
145155,113712,2.0,210.0,420.0,1.0,0.0,(),WildBlaze,main,Thursday,2025-05-01 22:07:26.203,22.0,evening,2025-05-01
145155,113745,1.0,70.0,70.0,1.0,0.0,(),FRISKES,side,Thursday,2025-05-01 22:07:26.203,22.0,evening,2025-05-01
145156,113712,1.0,210.0,250.0,1.0,0.0,combo,WildBlaze,main,Thursday,2025-05-02 03:36:36.970,3.0,late_night,2025-05-02
145157,113712,1.0,210.0,210.0,1.0,0.0,(),WildBlaze,main,Thursday,2025-05-02 03:37:11.647,3.0,late_night,2025-05-02
145158,113711,1.0,210.0,250.0,1.0,0.0,combo,WildEpic,main,Thursday,2025-05-02 03:36:54.007,3.0,late_night,2025-05-02
145159,113712,1.0,210.0,210.0,1.0,0.0,(),WildBlaze,main,Thursday,2025-05-01 22:34:57.920,22.0,evening,2025-05-01
145159,113711,1.0,210.0,210.0,1.0,0.0,(),WildEpic,main,Thursday,2025-05-01 22:34:57.920,22.0,evening,2025-05-01
145159,113741,1.0,125.0,125.0,1.0,0.0,(),TNT Fries,side,Thursday,2025-05-01 22:34:57.920,22.0,evening,2025-05-01
145160,113764,1.0,25.0,25.0,1.0,0.0,(),Maxi Cola,drink,Thursday,2025-05-01 22:35:39.470,22.0,evening,2025-05-01
145161,113708,3.0,160.0,520.0,1.0,0.0,combo,JOG,main,Thursday,2025-05-02 03:37:06.703,3.0,late_night,2025-05-02
145161,113742,1.0,35.0,35.0,1.0,0.0,(),French Fries,side,Thursday,2025-05-02 03:37:06.703,3.0,late_night,2025-05-02
145161,113764,3.0,25.0,75.0,1.0,0.0,(),Maxi Cola,drink,Thursday,2025-05-02 03:37:06.703,3.0,late_night,2025-05-02
145162,113711,1.0,210.0,250.0,1.0,0.0,combo,WildEpic,main,Thursday,,,late_night,
145164,113715,1.0,220.0,220.0,1.0,0.0,(),4PcVolt,drink,Thursday,2025-05-02 00:15:12.140,0.0,late_night,2025-05-02
145165,113709,2.0,165.0,330.0,1.0,0.0,(),Jvolt,drink,Thursday,2025-05-01 23:58:16.587,23.0,evening,2025-05-01
145167,113757,1.0,35.0,35.0,1.0,0.0,(),v7 cola,drink,Thursday,2025-05-02 00:14:14.417,0.0,late_night,2025-05-02
145168,113715,1.0,220.0,220.0,1.0,0.0,(),4PcVolt,drink,Thursday,2025-05-02 03:37:16.243,3.0,late_night,2025-05-02
145169,113710,1.0,190.0,230.0,1.0,0.0,combo,Jnash,main,Thursday,2025-05-02 01:55:57.173,1.0,late_night,2025-05-02
145169,113716,1.0,280.0,320.0,1.0,0.0,combo,4PcNash,main,Thursday,2025-05-02 01:55:57.173,1.0,late_night,2025-05-02
145169,113757,1.0,35.0,35.0,1.0,0.0,(),v7 cola,drink,Thursday,2025-05-02 01:55:57.173,1.0,late_night,2025-05-02
145170,113716,1.0,280.0,280.0,1.0,0.0,(),4PcNash,main,Thursday,2025-05-02 03:23:18.963,3.0,late_night,2025-05-02
145170,125542,1.0,125.0,125.0,1.0,0.0,(),Mega Drip,side,Thursday,2025-05-02 03:23:18.963,3.0,late_night,2025-05-02
145171,113712,1.0,210.0,210.0,1.0,0.0,(),WildBlaze,main,Thursday,2025-05-02 02:17:39.917,2.0,late_night,2025-05-02
145171,113732,1.0,30.0,30.0,2.0,246649.0,(),MUSHROOMS,side,Thursday,2025-05-02 02:17:39.917,2.0,late_night,2025-05-02
145171,113741,1.0,125.0,125.0,1.0,0.0,(),TNT Fries,side,Thursday,2025-05-02 02:17:39.917,2.0,late_night,2025-05-02
145172,113710,1.0,190.0,190.0,1.0,0.0,(),Jnash,main,Thursday,2025-05-02 02:33:06.363,2.0,late_night,2025-05-02
145173,113757,1.0,35.0,35.0,1.0,0.0,(),v7 cola,drink,Thursday,2025-05-02 02:39:39.123,2.0,late_night,2025-05-02
145174,113708,1.0,160.0,160.0,1.0,0.0,(),JOG,main,Friday,2025-05-02 17:47:01.537,17.0,afternoon,2025-05-02
145174,113711,1.0,210.0,210.0,1.0,0.0,(),WildEpic,main,Friday,2025-05-02 17:47:01.537,17.0,afternoon,2025-05-02
145174,113757,1.0,35.0,35.0,1.0,0.0,(),v7 cola,drink,Friday,2025-05-02 17:47:01.537,17.0,afternoon,2025-05-02
145175,113712,5.0,210.0,1090.0,1.0,0.0,combo,WildBlaze,main,Friday,2025-05-02 17:31:39.643,17.0,afternoon,2025-05-02
145176,113711,1.0,210.0,250.0,1.0,0.0,combo,WildEpic,main,Friday,2025-05-02 17:31:51.057,17.0,afternoon,2025-05-02
145177,113718,1.0,560.0,560.0,1.0,0.0,(),8PcNash,main,Friday,2025-05-03 02:45:48.960,2.0,late_night,2025-05-03
145177,113712,1.0,210.0,210.0,1.0,0.0,(),WildBlaze,main,Friday,2025-05-03 02:45:48.960,2.0,late_night,2025-05-03
145179,113757,1.0,35.0,35.0,1.0,0.0,(),v7 cola,drink,Friday,2025-05-02 18:14:05.383,18.0,evening,2025-05-02
145179,113764,1.0,25.0,25.0,1.0,0.0,(),Maxi Cola,drink,Friday,2025-05-02 18:14:05.383,18.0,evening,2025-05-02
145180,113710,1.0,190.0,230.0,1.0,0.0,combo,Jnash,main,Friday,2025-05-02 18:37:56.810,18.0,evening,2025-05-02
145180,113713,1.0,250.0,290.0,1.0,0.0,combo,WildNash,main,Friday,2025-05-02 18:37:56.810,18.0,evening,2025-05-02
145180,113761,1.0,30.0,30.0,1.0,0.0,(),Double dare,drink,Friday,2025-05-02 18:37:56.810,18.0,evening,2025-05-02
145181,113709,2.0,165.0,330.0,1.0,0.0,(),Jvolt,drink,Friday,2025-05-02 19:03:36.100,19.0,evening,2025-05-02
145181,113715,1.0,220.0,220.0,1.0,0.0,(),4PcVolt,drink,Friday,2025-05-02 19:03:36.100,19.0,evening,2025-05-02
145181,113757,1.0,35.0,35.0,1.0,0.0,(),v7 cola,drink,Friday,2025-05-02 19:03:36.100,19.0,evening,2025-05-02
145182,113715,1.0,220.0,220.0,1.0,0.0,(),4PcVolt,drink,Friday,2025-05-02 19:46:44.010,19.0,evening,2025-05-02
145182,113724,1.0,300.0,300.0,1.0,0.0,(),3PC VOLT,drink,Friday,2025-05-02 19:46:44.010,19.0,evening,2025-05-02
145182,113709,1.0,165.0,165.0,1.0,0.0,(),Jvolt,drink,Friday,2025-05-02 19:46:44.010,19.0,evening,2025-05-02
145182,113746,1.0,80.0,80.0,1.0,0.0,(),Cheesy Waffle'd,main,Friday,2025-05-02 19:46:44.010,19.0,evening,2025-05-02
145183,113757,1.0,35.0,35.0,1.0,0.0,(),v7 cola,drink,Friday,,,late_night,
145184,113711,1.0,210.0,250.0,1.0,0.0,combo,WildEpic,main,Friday,2025-05-02 20:26:22.170,20.0,evening,2025-05-02
