Bill_ID,item_ID,QUANTITY,PRICE,Total,ItemType,ParentID,item_notes,Item,Category
144164.0,113711.0,2.0,210.0,420.0,1.0,0.0,(),wildepic,main
144164.0,113723.0,1.0,300.0,300.0,1.0,0.0,(),pc og,main
144164.0,113746.0,1.0,80.0,80.0,1.0,0.0,(),cheesy waffle,main
144165.0,113710.0,1.0,190.0,190.0,1.0,0.0,(),nash,main
144165.0,113716.0,1.0,280.0,280.0,1.0,0.0,(),pcnash,main
144166.0,113723.0,2.0,300.0,600.0,1.0,0.0,(),pc og,main
145145.0,113712.0,1.0,210.0,210.0,1.0,0.0,combo,wildblaze,main
145146.0,113712.0,1.0,210.0,210.0,1.0,0.0,combo,wildblaze,main
145146.0,113745.0,1.0,70.0,70.0,1.0,0.0,(),frescas,side
145146.0,0.0,1.0,0.0,0.0,4.0,246596.0,(),jalapeno,side
145147.0,113746.0,1.0,80.0,80.0,1.0,0.0,(),cheesy waffle,main
145147.0,113745.0,1.0,70.0,70.0,1.0,0.0,(),frescas,side
145148.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145149.0,113761.0,1.0,30.0,30.0,1.0,0.0,(),double dare,drink
145151.0,113761.0,1.0,30.0,30.0,1.0,0.0,(),double dare,drink
145152.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145152.0,113712.0,1.0,210.0,210.0,1.0,0.0,(),wildblaze,main
145153.0,113712.0,1.0,210.0,210.0,1.0,0.0,combo,wildblaze,main
145153.0,113715.0,2.0,220.0,440.0,1.0,0.0,(),pcvolt,drink
145155.0,113712.0,2.0,210.0,420.0,1.0,0.0,(),wildblaze,main
145155.0,113745.0,1.0,70.0,70.0,1.0,0.0,(),frescas,side
145156.0,113712.0,1.0,210.0,210.0,1.0,0.0,combo,wildblaze,main
145157.0,113712.0,1.0,210.0,210.0,1.0,0.0,(),wildblaze,main
145158.0,113711.0,1.0,210.0,210.0,1.0,0.0,combo,wildepic,main
145159.0,113712.0,1.0,210.0,210.0,1.0,0.0,(),wildblaze,main
145159.0,113711.0,1.0,210.0,210.0,1.0,0.0,(),wildepic,main
145159.0,113741.0,1.0,125.0,125.0,1.0,0.0,(),tnt fries,side
145160.0,113764.0,1.0,25.0,25.0,1.0,0.0,(),maxi cola,drink
145161.0,113708.0,3.0,160.0,480.0,1.0,0.0,combo,jog,main
145161.0,113742.0,1.0,35.0,35.0,1.0,0.0,(),french fries,side
